1,1.2087336
1,1.3565567
1,1.2870171
1,1.3245893
1,1.176204
1,1.1456362
1,1.1558605
1,1.1229765
1,1.1821425
1,1.251405
1,1.0734308
1,1.3722582
1,0.9916188
1,1.2157984
1,1.257681
1,1.0854399
1,1.3048521
1,1.1312269
1,0.9890251
1,1.1600559
1,0.8965788
1,1.1306295
1,1.0906385
1,0.92066634
1,0.8506657
1,0.6801468
1,0.9139754
1,1.3385633
1,0.97964823
1,1.1018809
1,0.92610705
1,0.89223117
1,1.4426184
1,0.80720794
1,0.7762653
1,1.1530058
1,0.78969115
1,0.7509096
1,1.2658242
1,1.0821903
1,0.9618653
1,0.73424196
1,0.9180849
1,1.0143126
1,0.83245784
1,0.82854164
1,0.92982024
1,1.0279794
1,0.7208263
1,0.8970358
1,0.72408986
1,0.8268801
1,1.297626
1,1.1358625
1,1.0582666
1,0.9701697
1,0.8571087
1,1.0946274
1,0.86892396
1,0.5919352
1,0.625958
1,1.0379521
1,1.0790882
1,0.7582126
1,0.63726705
1,1.0570501
1,1.3179896
1,1.0597503
1,1.1452692
1,1.0569012
1,0.779605
1,0.7743385
1,1.1952165
1,0.6646918
1,0.6959683
1,0.7805892
1,0.8666035
1,1.0055592
1,0.6660061
1,0.96856374
1,1.0142075
1,1.0712037
1,0.6551676
1,0.5552336
1,1.0841987
1,0.85438836
1,1.1251423
1,0.87286204
1,0.99052656
1,1.03555
1,0.9447609
1,1.099417
1,0.63925874
1,0.74020255
1,0.7328962
1,1.2314057
1,0.55550015
1,0.86103904
1,0.8426151
1,0.70791674
1,0.836596
1,0.6564857
1,0.6363543
1,0.85829747
1,0.8105173
1,0.85446393
1,1.0853131
1,0.676973
1,1.0147761
1,0.65075743
1,0.74086094
1,0.9152721
1,0.65402305
1,0.7813502
1,0.67300886
1,0.76079166
1,0.80316496
1,1.2015494
1,0.9327984
1,0.35599148
